CODE_ISO;GMDNR;GMDNAME;AREA_HA;X_CNTR;Y_CNTR;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
CH;6617;Cologny;365;503100;119200;6621;2;Genève (CH);2503100;1119200
CH;6618;Confignon;277;495500;114500;6621;2;Genève (CH);2495500;1114500
CH;6619;Corsier (GE);274;506400;124200;6621;4;Genève (CH);2506400;1124200
CH;662;Ferenbalm;917;582700;198800;351;4;Bern;2582700;1198800
CH;6620;Dardagny;860;488600;116900;6621;4;Genève (CH);2488600;1116900
CH;6621;Genève;1593;500000;117900;6621;1;Genève (CH);2500000;1117900
CH;6622;Genthod;287;501100;124600;6621;4;Genève (CH);2501100;1124600
CH;6623;Le Grand-Saconnex;438;498600;121100;6621;2;Genève (CH);2498600;1121100
CH;6624;Gy;329;508900;123000;6621;4;Genève (CH);2508900;1123000
CH;6625;Hermance;144;508000;128500;6621;4;Genève (CH);2508000;1128500
CH;6626;Jussy;1135;509500;121000;6621;4;Genève (CH);2509500;1121000
CH;6627;Laconnex;383;491700;112600;6621;4;Genève (CH);2491700;1112600
CH;6628;Lancy;477;498100;116300;6621;2;Genève (CH);2498100;1116300
CH;6629;Meinier;695;507100;122400;6621;4;Genève (CH);2507100;1122400
CH;663;Frauenkappelen;929;592300;200400;351;4;Bern;2592300;1200400
CH;6630;Meyrin;994;494600;120600;6621;2;Genève (CH);2494600;1120600
CH;6631;Onex;281;496500;115500;6621;2;Genève (CH);2496500;1115500
CH;6632;Perly-Certoux;254;495800;112600;6621;4;Genève (CH);2495800;1112600
CH;6633;Plan-les-Ouates;585;498000;113900;6621;2;Genève (CH);2498000;1113900
CH;6634;Pregny-Chambésy;324;500100;122000;6621;4;Genève (CH);2500100;1122000
CH;6635;Presinge;471;509000;119200;6621;4;Genève (CH);2509000;1119200
CH;6636;Puplinge;267;506800;118300;6621;2;Genève (CH);2506800;1118300
CH;6637;Russin;491;490000;116100;6621;4;Genève (CH);2490000;1116100
CH;6638;Satigny;1892;491500;119100;6621;4;Genève (CH);2491500;1119100
CH;6639;Soral;294;492200;111300;6621;4;Genève (CH);2492200;1111300
CH;6640;Thônex;382;504200;116000;6621;2;Genève (CH);2504200;1116000
CH;6641;Troinex;343;500400;113000;6621;2;Genève (CH);2500400;1113000
CH;6642;Vandoeuvres;442;504600;119600;6621;2;Genève (CH);2504600;1119600
CH;6643;Vernier;769;495700;119100;6621;2;Genève (CH);2495700;1119100
CH;6644;Versoix;1050;501500;126500;6621;3;Genève (CH);2501500;1126500
CH;6645;Veyrier;650;503200;113600;6621;2;Genève (CH);2503200;1113600
CH;666;Kriechenwil;474;583900;195600;351;4;Bern;2583900;1195600
CH;667;Laupen;413;584800;194600;351;4;Bern;2584800;1194600
CH;668;Mühleberg;2626;586600;200400;351;4;Bern;2586600;1200400
CH;669;Münchenwiler;248;576200;195800;92275;6;Murten;2576200;1195800
CH;67;Rafz;1068;682600;274100;261;4;Zürich;2682600;1274100
CH;670;Neuenegg;2183;589700;193800;351;4;Bern;2589700;1193800
CH;6702;Boécourt;1235;583100;244300;T_6711;4;Delémont (CH);2583100;1244300
CH;6704;Châtillon (JU);531;592800;241800;T_6711;4;Delémont (CH);2592800;1241800
CH;6705;Corban;785;602900;244000;T_6711;4;Delémont (CH);2602900;1244000
CH;6706;Courchapoix;639;601300;244200;T_6711;4;Delémont (CH);2601300;1244200
CH;6708;Courrendlin;1109;595100;243100;T_6711;4;Delémont (CH);2595100;1243100
CH;6709;Courroux;1974;595200;245600;T_6711;2;Delémont (CH);2595200;1245600
CH;6710;Courtételle;1356;590900;243300;T_6711;4;Delémont (CH);2590900;1243300
CH;6711;Delémont;2197;593000;245900;T_6711;1;Delémont (CH);2593000;1245900
CH;6712;Develier;1247;589100;245000;T_6711;4;Delémont (CH);2589100;1245000
CH;6715;Mervelier;974;604800;243600;T_6711;4;Delémont (CH);2604800;1243600
CH;6716;Mettembert;234;591200;249700;T_6711;4;Delémont (CH);2591200;1249700
CH;6719;Pleigne;1784;588800;250700;T_6711;4;Delémont (CH);2588800;1250700
CH;6721;Rossemaison;189;592700;243900;T_6711;2;Delémont (CH);2592700;1243900
CH;6724;Soyhières;750;594800;249100;T_6711;4;Delémont (CH);2594800;1249100
CH;6730;Val Terbi;3884;598200;244200;T_6711;4;Delémont (CH);2598200;1244200
CH;6790;Fontenais;1999;573000;250300;96800;6;Porrentruy;2573000;1250300
CH;68;Rorbas;444;685700;264800;261;3;Zürich;2685700;1264800
CH;6800;Porrentruy;1476;572800;251800;96800;6;Porrentruy;2572800;1251800
CH;69;Wallisellen;642;687200;252200;261;2;Zürich;2687200;1252200
CH;7;Knonau;647;677500;230900;1711;4;Zug;2677500;1230900
CH;70;Wasterkingen;396;677800;271600;261;4;Zürich;2677800;1271600
LI;LI_7001;Vaduz;1728;758300;223800;T_3271;1;Buchs (SG) (CH);2758300;1223800
LI;LI_7002;Triesen;2646;760600;216700;T_3271;2;Buchs (SG) (CH);2760600;1216700
LI;LI_7003;Balzers;1972;756900;214900;T_3271;4;Buchs (SG) (CH);2756900;1214900
LI;LI_7004;Triesenberg;2972;761000;221700;T_3271;4;Buchs (SG) (CH);2761000;1221700
LI;LI_7005;Schaan;2695;756600;226600;T_3271;1;Buchs (SG) (CH);2756600;1226600
LI;LI_7006;Planken;536;760600;227800;T_3271;4;Buchs (SG) (CH);2760600;1227800
LI;LI_7007;Eschen;1039;759300;229700;T_3271;4;Buchs (SG) (CH);2759300;1229700
LI;LI_7008;Mauren;747;760400;231600;T_3271;4;Buchs (SG) (CH);2760400;1231600
LI;LI_7009;Gamprin;617;756400;231000;T_3271;4;Buchs (SG) (CH);2756400;1231000
LI;LI_7010;Ruggell;739;758600;235100;T_3271;4;Buchs (SG) (CH);2758600;1235100
LI;LI_7011;Schellenberg;356;760400;234100;T_3271;4;Buchs (SG) (CH);2760400;1234100
CH;71;Wil (ZH);894;680400;273300;261;4;Zürich;2680400;1273300
DE;DE_08335015;Büsingen am Hochrhein;762;693800;284200;T_2939;4;Schaffhausen (CH);2693800;1284200
CH;72;Winkel;811;684200;260800;261;3;Zürich;2684200;1260800
IT;IT_013040;Campione d'Italia;93;718600;92300;T_5192;4;Lugano (CH);2718600;1092300
CH;731;Aegerten;216;588600;219000;371;2;Biel/Bienne;2588600;1219000
CH;732;Bellmund;379;585300;217200;371;2;Biel/Bienne;2585300;1217200
CH;733;Brügg;500;588200;219200;371;2;Biel/Bienne;2588200;1219200
CH;738;Jens;458;586600;216300;371;4;Biel/Bienne;2586600;1216300
CH;739;Ipsach;190;584500;218400;371;2;Biel/Bienne;2584500;1218400
CH;740;Ligerz;179;577100;214900;371;4;Biel/Bienne;2577100;1214900
CH;741;Merzligen;230;585800;215100;371;4;Biel/Bienne;2585800;1215100
CH;742;Mörigen;216;582900;214900;371;4;Biel/Bienne;2582900;1214900
CH;743;Nidau;152;584900;219300;371;2;Biel/Bienne;2584900;1219300
CH;744;Orpund;397;590000;220900;371;4;Biel/Bienne;2590000;1220900
CH;745;Port;246;586100;218400;371;2;Biel/Bienne;2586100;1218400
CH;746;Safnern;562;591300;222100;371;4;Biel/Bienne;2591300;1222100
CH;747;Scheuren;211;590800;220300;371;4;Biel/Bienne;2590800;1220300
CH;748;Schwadernau;415;590000;219800;371;2;Biel/Bienne;2590000;1219800
CH;749;Studen (BE);273;589300;218400;371;2;Biel/Bienne;2589300;1218400
CH;750;Sutz-Lattrigen;357;583300;216800;371;4;Biel/Bienne;2583300;1216800
CH;755;Worben;276;588700;216300;371;2;Biel/Bienne;2588700;1216300
CH;756;Twann-Tüscherz;1233;578600;215900;371;4;Biel/Bienne;2578600;1215900
CH;768;Spiez;1670;618600;170600;90768;6;Spiez;2618600;1170600
CH;770;Stocken-Höfen;1422;608900;174000;942;4;Thun;2608900;1174000
CH;8;Maschwanden;469;674800;232000;261;4;Zürich;2674800;1232000
CH;81;Bachs;913;675400;264300;261;4;Zürich;2675400;1264300
CH;82;Boppelsen;396;672600;258200;261;4;Zürich;2672600;1258200
CH;83;Buchs (ZH);584;675400;256800;261;4;Zürich;2675400;1256800
CH;84;Dällikon;451;675400;254800;261;4;Zürich;2675400;1254800
CH;85;Dänikon;287;672900;255400;261;4;Zürich;2672900;1255400
CH;855;Schwarzenburg;4480;592600;185200;351;4;Bern;2592600;1185200
CH;86;Dielsdorf;587;676500;259600;261;4;Zürich;2676500;1259600
CH;861;Belp;2326;604700;193300;351;4;Bern;2604700;1193300
CH;865;Gelterfingen;350;606000;187800;351;4;Bern;2606000;1187800
CH;866;Gerzensee;781;608200;187600;351;4;Bern;2608200;1187600
CH;868;Jaberg;131;610000;185100;351;4;Bern;2610000;1185100
CH;869;Kaufdorf;206;604600;187500;351;4;Bern;2604600;1187500
CH;87;Hüttikon;159;671500;255400;261;4;Zürich;2671500;1255400
CH;870;Kehrsatz;444;602500;195400;351;2;Bern;2602500;1195400
CH;872;Kirchdorf (BE);612;608500;185500;351;4;Bern;2608500;1185500
CH;873;Kirchenthurnen;123;604900;185900;351;4;Bern;2604900;1185900
CH;875;Mühledorf (BE);229;607600;186500;351;4;Bern;2607600;1186500
CH;876;Mühlethurnen;293;605300;184700;351;4;Bern;2605300;1184700
CH;877;Niedermuhlern;726;602100;190000;351;4;Bern;2602100;1190000
CH;88;Neerach;604;678000;263000;261;4;Zürich;2678000;1263000
CH;881;Rümligen;466;604500;186600;351;4;Bern;2604500;1186600
CH;884;Toffen;488;604000;189800;351;4;Bern;2604000;1189800
CH;885;Uttigen;381;610400;182600;351;4;Bern;2610400;1182600
CH;888;Wald (BE);1330;602500;192300;351;4;Bern;2602500;1192300
CH;89;Niederglatt;360;680300;260600;261;3;Zürich;2680300;1260600
CH;9;Mettmenstetten;1303;677600;233000;261;4;Zürich;2677600;1233000
CH;90;Niederhasli;1130;678900;259500;261;3;Zürich;2678900;1259500
CH;91;Niederweningen;685;670700;262000;261;4;Zürich;2670700;1262000
CH;92;Oberglatt;825;681500;259000;261;3;Zürich;2681500;1259000
CH;921;Amsoldingen;471;610900;175100;942;4;Thun;2610900;1175100
CH;925;Fahrni;668;616500;182500;942;4;Thun;2616500;1182500
CH;927;Heiligenschwendi;555;619000;177600;942;4;Thun;2619000;1177600
CH;928;Heimberg;544;612800;182500;942;2;Thun;2612800;1182500
CH;929;Hilterfingen;281;616000;177200;942;2;Thun;2616000;1177200
CH;93;Oberweningen;494;672900;261700;261;4;Zürich;2672900;1261700
CH;931;Homberg;651;618800;180500;942;4;Thun;2618800;1180500
CH;932;Horrenbach-Buchen;2040;624000;181100;942;4;Thun;2624000;1181100
CH;934;Oberhofen am Thunersee;271;617600;175500;942;2;Thun;2617600;1175500
CH;937;Schwendibach;149;617000;180000;942;4;Thun;2617000;1180000
CH;939;Steffisburg;1332;615000;180700;942;2;Thun;2615000;1180700
CH;94;Otelfingen;715;671500;257200;261;4;Zürich;2671500;1257200
CH;941;Thierachern;753;610200;177900;942;2;Thun;2610200;1177900
CH;942;Thun;2157;614200;178400;942;1;Thun;2614200;1178400
CH;945;Unterlangenegg;680;620000;182800;942;4;Thun;2620000;1182800
CH;947;Zwieselberg;246;613600;173000;942;4;Thun;2613600;1173000
CH;95;Regensberg;237;675400;259600;261;4;Zürich;2675400;1259600
CH;96;Regensdorf;1462;677500;253800;261;3;Zürich;2677500;1253800
CH;97;Rümlang;1241;682400;256200;261;4;Zürich;2682400;1256200
CH;98;Schleinikon;568;672100;261200;261;4;Zürich;2672100;1261200
CH;981;Niederbipp;1731;619500;235100;92407;6;Oensingen;2619500;1235100
CH;99;Schöfflisdorf;401;673700;261500;261;4;Zürich;2673700;1261500
AT;AT_80201;Alberschwende;2111;781333;258927;T_3251;4;Rheintal (CH);2781333;1258927
AT;AT_80205;Bildstein;913;777344;259289;T_3251;2;Rheintal (CH);2777344;1259289
AT;AT_80207;Bregenz;2978;774404;263236;T_3251;2;Rheintal (CH);2774404;1263236
AT;AT_80208;Buch;614;779011;261773;T_3251;4;Rheintal (CH);2779011;1261773
AT;AT_80210;Doren;1417;783585;263241;T_3251;4;Rheintal (CH);2783585;1263241
AT;AT_80212;Eichenberg;1159;777414;267629;T_3251;4;Rheintal (CH);2777414;1267629
AT;AT_80213;Fußach;1189;767101;261023;T_3251;2;Rheintal (CH);2767101;1261023
AT;AT_80214;Gaißau;579;761926;261080;T_3251;4;Rheintal (CH);2761926;1261080
AT;AT_80215;Hard;1778;769340;261808;T_3251;2;Rheintal (CH);2769340;1261808
AT;AT_80217;Höchst;2097;765076;260478;T_3251;2;Rheintal (CH);2765076;1260478
AT;AT_80218;Hörbranz;874;774449;269476;T_3251;4;Rheintal (CH);2774449;1269476
AT;AT_80219;Hohenweiler;842;776333;272736;T_3251;4;Rheintal (CH);2776333;1272736
AT;AT_80220;Kennelbach;322;775402;261749;T_3251;2;Rheintal (CH);2775402;1261749
AT;AT_80221;Krumbach;871;786726;262382;T_3251;4;Rheintal (CH);2786726;1262382
AT;AT_80222;Langen bei Bregenz;2185;780389;265617;T_3251;4;Rheintal (CH);2780389;1265617
AT;AT_80223;Langenegg;1046;785146;260380;T_3251;4;Rheintal (CH);2785146;1260380
AT;AT_80224;Lauterach;1191;771411;259911;T_3251;2;Rheintal (CH);2771411;1259911
AT;AT_80225;Lingenau;688;786928;258621;T_3251;4;Rheintal (CH);2786928;1258621
AT;AT_80226;Lochau;1025;775326;265954;T_3251;4;Rheintal (CH);2775326;1265954
AT;AT_80229;Möggers;1143;778088;270995;T_3251;4;Rheintal (CH);2778088;1270995
AT;AT_80235;Schwarzach;491;775189;257784;T_3251;2;Rheintal (CH);2775189;1257784
AT;AT_80238;Sulzberg;2304;786292;266621;T_3251;4;Rheintal (CH);2786292;1266621
AT;AT_80240;Wolfurt;1000;774178;259689;T_3251;2;Rheintal (CH);2774178;1259689
AT;AT_80301;Dornbirn;12083;776096;249765;T_3251;1;Rheintal (CH);2776096;1249765
AT;AT_80302;Hohenems;2919;771186;248709;T_3251;2;Rheintal (CH);2771186;1248709
AT;AT_80303;Lustenau;2225;768598;255147;T_3251;1;Rheintal (CH);2768598;1255147
AT;AT_80401;Altach;536;766737;247495;T_3251;2;Rheintal (CH);2766737;1247495
AT;AT_80402;Düns;345;772047;232938;T_3251;4;Rheintal (CH);2772047;1232938
AT;AT_80404;Feldkirch;3433;762078;235963;T_3251;1;Rheintal (CH);2762078;1235963
AT;AT_80405;Frastanz;3226;767695;231010;T_3251;4;Rheintal (CH);2767695;1231010
AT;AT_80406;Fraxern;886;770758;243901;T_3251;4;Rheintal (CH);2770758;1243901
AT;AT_80407;Göfis;905;766006;234405;T_3251;4;Rheintal (CH);2766006;1234405
AT;AT_80408;Götzis;1462;767991;245262;T_3251;2;Rheintal (CH);2767991;1245262
AT;AT_80409;Klaus;524;766715;242652;T_3251;2;Rheintal (CH);2766715;1242652
AT;AT_80410;Koblach;1024;764199;243776;T_3251;2;Rheintal (CH);2764199;1243776
AT;AT_80411;Laterns;4374;776188;237690;T_3251;4;Rheintal (CH);2776188;1237690
AT;AT_80412;Mäder;323;764586;246805;T_3251;2;Rheintal (CH);2764586;1246805
AT;AT_80413;Meiningen;536;761832;241068;T_3251;4;Rheintal (CH);2761832;1241068
AT;AT_80414;Rankweil;2185;765642;238490;T_3251;2;Rheintal (CH);2765642;1238490
AT;AT_80416;Röthis;273;767344;240496;T_3251;2;Rheintal (CH);2767344;1240496
AT;AT_80417;Satteins;1269;769253;233444;T_3251;4;Rheintal (CH);2769253;1233444
AT;AT_80420;Sulz;301;766549;240150;T_3251;2;Rheintal (CH);2766549;1240150
AT;AT_80421;Übersaxen;576;770284;235867;T_3251;4;Rheintal (CH);2770284;1235867
AT;AT_80422;Viktorsberg;1249;772541;242260;T_3251;4;Rheintal (CH);2772541;1242260
AT;AT_80423;Weiler;308;767486;241637;T_3251;2;Rheintal (CH);2767486;1241637
AT;AT_80424;Zwischenwasser;2261;771768;239794;T_3251;2;Rheintal (CH);2771768;1239794
DE;DE_08335002;Allensbach;2654;722747;288703;T_4671;4;Kreuzlingen (CH);2722747;1288703
DE;DE_08335043;Konstanz, Universitätsstadt;5411;731831;285322;T_4671;1;Kreuzlingen (CH);2731831;1285322
DE;DE_08335066;Reichenau;1272;723719;285453;T_4671;4;Kreuzlingen (CH);2723719;1285453
DE;DE_08336006;Bad Bellingen;1693;609437;285607;T_2701;4;Basel (CH);2609437;1285607
DE;DE_08336008;Binzen;581;613699;275983;T_2701;4;Basel (CH);2613699;1275983
DE;DE_08336014;Efringen-Kirchen;4374;612497;277279;T_2701;4;Basel (CH);2612497;1277279
DE;DE_08336019;Eimeldingen;355;611710;275792;T_2701;4;Basel (CH);2611710;1275792
DE;DE_08336024;Fischingen;189;612253;277781;T_2701;4;Basel (CH);2612253;1277781
DE;DE_08336034;Hasel;1167;634282;279324;T_2701;4;Basel (CH);2634282;1279324
DE;DE_08336036;Hausen im Wiesental;514;629509;281607;T_2701;4;Basel (CH);2629509;1281607
DE;DE_08336043;Inzlingen;948;619705;270917;T_2701;2;Basel (CH);2619705;1270917
DE;DE_08336045;Kandern;6227;616129;283730;T_2701;4;Basel (CH);2616129;1283730
DE;DE_08336050;Lörrach;3942;618431;275295;T_2701;2;Basel (CH);2618431;1275295
DE;DE_08336057;Maulburg;973;625508;277017;T_2701;3;Basel (CH);2625508;1277017
DE;DE_08336069;Rheinfelden (Baden);6284;624864;270689;T_2701;3;Basel (CH);2624864;1270689
DE;DE_08336073;Rümmingen;446;613035;277223;T_2701;4;Basel (CH);2613035;1277223
DE;DE_08336075;Schallbach;395;614083;278553;T_2701;4;Basel (CH);2614083;1278553
DE;DE_08336081;Schopfheim;6798;632555;280356;T_2701;3;Basel (CH);2632555;1280356
DE;DE_08336082;Schwörstadt;2008;631891;273015;T_2701;4;Basel (CH);2631891;1273015
DE;DE_08336084;Steinen;4686;622838;280523;T_2701;3;Basel (CH);2622838;1280523
DE;DE_08336091;Weil am Rhein;1947;612943;272814;T_2701;2;Basel (CH);2612943;1272814
DE;DE_08336100;Wittlingen;450;619016;280470;T_2701;4;Basel (CH);2619016;1280470
DE;DE_08336103;Zell im Wiesental;3613;639143;288470;T_2701;4;Basel (CH);2639143;1288470
DE;DE_08336104;Malsburg-Marzell;2492;621094;289330;T_2701;4;Basel (CH);2621094;1289330
DE;DE_08336105;Grenzach-Wyhlen;1732;618451;266864;T_2701;4;Basel (CH);2618451;1266864
DE;DE_08336106;Häg-Ehrsberg;2504;636509;287742;T_2701;4;Basel (CH);2636509;1287742
DE;DE_08336107;Kleines Wiesental;7784;626658;289183;T_2701;4;Basel (CH);2626658;1289183
DE;DE_08337096;Bad Säckingen;2534;638977;268743;T_4260;1;Stein (AG) (CH);2638977;1268743
FR;FR_01071;Cessy;639;495204;130314;6621;3;Genève (CH);2495204;1130314
FR;FR_01078;Challex;867;486722;114992;6621;4;Genève (CH);2486722;1114992
FR;FR_01103;Chevry;584;492778;126679;6621;4;Genève (CH);2492778;1126679
FR;FR_01109;Collonges;1625;481086;111275;6621;4;Genève (CH);2481086;1111275
FR;FR_01135;Crozet;2747;488780;127717;6621;4;Genève (CH);2488780;1127717
FR;FR_01143;Divonne-les-Bains;3388;498233;136898;6621;4;Genève (CH);2498233;1136898
FR;FR_01153;Échenevex;1644;490724;130411;6621;4;Genève (CH);2490724;1130411
FR;FR_01158;Farges;1428;481178;113965;6621;4;Genève (CH);2481178;1113965
FR;FR_01160;Ferney-Voltaire;478;497366;123093;6621;3;Genève (CH);2497366;1123093
FR;FR_01173;Gex;3202;492820;133821;6621;3;Genève (CH);2492820;1133821
FR;FR_01180;Grilly;750;497955;132020;6621;4;Genève (CH);2497955;1132020
FR;FR_01209;Léaz;1140;479238;107540;6621;4;Genève (CH);2479238;1107540
FR;FR_01247;Mijoux;2200;489916;135457;6621;4;Genève (CH);2489916;1135457
FR;FR_01281;Ornex;564;496375;125967;6621;4;Genève (CH);2496375;1125967
FR;FR_01288;Péron;2601;482744;116709;6621;4;Genève (CH);2482744;1116709
FR;FR_01308;Pougny;777;485003;111470;6621;4;Genève (CH);2485003;1111470
FR;FR_01313;Prévessin-Moëns;1207;494653;123904;6621;3;Genève (CH);2494653;1123904
FR;FR_01354;Saint-Genis-Pouilly;977;491874;123506;6621;4;Genève (CH);2491874;1123506
FR;FR_01360;Saint-Jean-de-Gonville;1236;484491;119589;6621;4;Genève (CH);2484491;1119589
FR;FR_01397;Sauverny;189;497673;129896;6621;4;Genève (CH);2497673;1129896
FR;FR_01399;Ségny;324;494804;127867;6621;4;Genève (CH);2494804;1127867
FR;FR_01401;Sergy;946;488236;124551;6621;4;Genève (CH);2488236;1124551
FR;FR_01419;Thoiry;2893;486367;122421;6621;4;Genève (CH);2486367;1122421
FR;FR_01435;Versonnex;589;496914;128501;6621;4;Genève (CH);2496914;1128501
FR;FR_01436;Vesancy;1070;495797;135349;6621;4;Genève (CH);2495797;1135349
FR;FR_25148;La Chenalotte;488;543027;217726;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2543027;1217726
FR;FR_25321;Villers-le-Lac;3017;543118;213549;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2543118;1213549
FR;FR_68013;Attenschwiller;511;602245;268575;T_2701;4;Basel (CH);2602245;1268575
FR;FR_68021;Bartenheim;1286;603722;276214;T_2701;4;Basel (CH);2603722;1276214
FR;FR_68025;Bendorf;755;587918;259291;T_2701;4;Basel (CH);2587918;1259291
FR;FR_68027;Berentzwiller;608;596099;270080;T_2701;4;Basel (CH);2596099;1270080
FR;FR_68034;Bettlach;409;598764;262296;T_2701;4;Basel (CH);2598764;1262296
FR;FR_68035;Biederthal;416;599863;257789;T_2701;4;Basel (CH);2599863;1257789
FR;FR_68042;Blotzheim;1460;604254;272620;T_2701;4;Basel (CH);2604254;1272620
FR;FR_68049;Bouxwiller;647;592597;261451;T_2701;4;Basel (CH);2592597;1261451
FR;FR_68054;Brinckheim;341;601473;274529;T_2701;4;Basel (CH);2601473;1274529
FR;FR_68061;Buschwiller;416;604442;267349;T_2701;2;Basel (CH);2604442;1267349
FR;FR_68075;Durmenach;576;592435;263987;T_2701;4;Basel (CH);2592435;1263987
FR;FR_68080;Emlingen;242;588875;275221;T_2701;4;Basel (CH);2588875;1275221
FR;FR_68087;Feldbach;502;586288;264817;T_2701;4;Basel (CH);2586288;1264817
FR;FR_68090;Ferrette;194;590752;260348;T_2701;4;Basel (CH);2590752;1260348
FR;FR_68092;Fislis;753;595757;262548;T_2701;4;Basel (CH);2595757;1262548
FR;FR_68094;Folgensbourg;672;600200;265340;T_2701;4;Basel (CH);2600200;1265340
FR;FR_68096;Franken;622;593597;271627;T_2701;4;Basel (CH);2593597;1271627
FR;FR_68103;Geispitzen;602;601410;281017;T_2701;4;Basel (CH);2601410;1281017
FR;FR_68108;Grentzingen;518;588932;267926;T_2701;4;Basel (CH);2588932;1267926
FR;FR_68120;Hagenthal-le-Bas;620;603196;264364;T_2701;4;Basel (CH);2603196;1264364
FR;FR_68121;Hagenthal-le-Haut;492;601280;263157;T_2701;4;Basel (CH);2601280;1263157
FR;FR_68124;Hausgauen;579;590811;272598;T_2701;4;Basel (CH);2590811;1272598
FR;FR_68126;Hégenheim;670;606599;267874;T_2701;2;Basel (CH);2606599;1267874
FR;FR_68131;Heiwiller;204;591328;274771;T_2701;4;Basel (CH);2591328;1274771
FR;FR_68132;Helfrantzkirch;623;598149;272611;T_2701;4;Basel (CH);2598149;1272611
FR;FR_68133;Henflingen;265;588966;269202;T_2701;4;Basel (CH);2588966;1269202
FR;FR_68135;Hésingue;914;605884;269895;T_2701;2;Basel (CH);2605884;1269895
FR;FR_68148;Hundsbach;403;592305;272026;T_2701;4;Basel (CH);2592305;1272026
FR;FR_68149;Huningue;286;610715;270962;T_2701;2;Basel (CH);2610715;1270962
FR;FR_68158;Jettingen;630;595493;271694;T_2701;4;Basel (CH);2595493;1271694
FR;FR_68160;Kappelen;515;600178;273626;T_2701;4;Basel (CH);2600178;1273626
FR;FR_68163;Kembs;1645;604642;281011;T_2701;4;Basel (CH);2604642;1281011
FR;FR_68168;Knoeringue;468;597222;268095;T_2701;4;Basel (CH);2597222;1268095
FR;FR_68169;Koestlach;823;587455;262353;T_2701;4;Basel (CH);2587455;1262353
FR;FR_68170;Koetzingue;514;596536;277566;T_2701;4;Basel (CH);2596536;1277566
FR;FR_68182;Leymen;1164;603476;261039;T_2701;4;Basel (CH);2603476;1261039
FR;FR_68183;Liebenswiller;387;600870;261113;T_2701;4;Basel (CH);2600870;1261113
FR;FR_68186;Ligsdorf;1003;589605;257285;T_2701;4;Basel (CH);2589605;1257285
FR;FR_68187;Linsdorf;336;597600;262726;T_2701;4;Basel (CH);2597600;1262726
FR;FR_68190;Lucelle;1027;587780;254167;T_6711;4;Delémont (CH);2587780;1254167
FR;FR_68194;Lutter;846;594926;256361;T_2701;4;Basel (CH);2594926;1256361
FR;FR_68197;Magstatt-le-Bas;335;597996;276492;T_2701;4;Basel (CH);2597996;1276492
FR;FR_68198;Magstatt-le-Haut;391;596671;275177;T_2701;4;Basel (CH);2596671;1275177
FR;FR_68207;Michelbach-le-Bas;494;601982;271454;T_2701;4;Basel (CH);2601982;1271454
FR;FR_68208;Michelbach-le-Haut;738;599957;268064;T_2701;4;Basel (CH);2599957;1268064
FR;FR_68221;Muespach;1137;595031;266530;T_2701;4;Basel (CH);2595031;1266530
FR;FR_68222;Muespach-le-Haut;691;597788;265551;T_2701;4;Basel (CH);2597788;1265551
FR;FR_68232;Neuwiller;372;605669;263724;T_2701;4;Basel (CH);2605669;1263724
FR;FR_68238;Niffer;872;604450;284905;T_2701;4;Basel (CH);2604450;1284905
FR;FR_68240;Oberdorf;413;590778;267713;T_2701;4;Basel (CH);2590778;1267713
FR;FR_68248;Oltingue;1342;597079;259855;T_2701;4;Basel (CH);2597079;1259855
FR;FR_68254;Petit-Landau;1751;605265;287125;T_2701;4;Basel (CH);2605265;1287125
FR;FR_68259;Raedersdorf;739;593607;257807;T_2701;4;Basel (CH);2593607;1257807
FR;FR_68263;Ranspach-le-Bas;443;600498;270751;T_2701;4;Basel (CH);2600498;1270751
FR;FR_68264;Ranspach-le-Haut;439;598560;269900;T_2701;4;Basel (CH);2598560;1269900
FR;FR_68265;Rantzwiller;547;594977;277604;T_2701;4;Basel (CH);2594977;1277604
FR;FR_68273;Riespach;757;588741;265047;T_2701;4;Basel (CH);2588741;1265047
FR;FR_68284;Roppentzwiller;415;591767;265237;T_2701;4;Basel (CH);2591767;1265237
FR;FR_68286;Rosenau;647;607746;276466;T_2701;4;Basel (CH);2607746;1276466
FR;FR_68297;Saint-Louis;1685;607668;272414;T_2701;2;Basel (CH);2607668;1272414
FR;FR_68309;Sierentz;1322;602121;279028;T_2701;4;Basel (CH);2602121;1279028
FR;FR_68312;Sondersdorf;844;592048;258452;T_2701;4;Basel (CH);2592048;1258452
FR;FR_68325;Steinsoultz;406;593037;267512;T_2701;4;Basel (CH);2593037;1267512
FR;FR_68327;Stetten;432;598527;274792;T_2701;4;Basel (CH);2598527;1274792
FR;FR_68333;Tagsdorf;250;589667;274443;T_2701;4;Basel (CH);2589667;1274443
FR;FR_68341;Uffheim;436;599957;277085;T_2701;4;Basel (CH);2599957;1277085
FR;FR_68347;Vieux-Ferrette;663;589925;262013;T_2701;4;Basel (CH);2589925;1262013
FR;FR_68349;Village-Neuf;683;609765;273267;T_2701;2;Basel (CH);2609765;1273267
FR;FR_68353;Wahlbach;641;593043;275454;T_2701;4;Basel (CH);2593043;1275454
FR;FR_68355;Waldighofen;414;590833;266401;T_2701;4;Basel (CH);2590833;1266401
FR;FR_68357;Waltenheim;232;598800;278280;T_2701;4;Basel (CH);2598800;1278280
